Handle;Block;Attribute;Matricule;X;Y;Z;Altitude;Delta
'36B3D;TCPOINT;MAT;54393;1491701,26;3238507,03;0,00;29,44;29,44
'368C9;TCPOINT;MAT;54160;1491699,26;3238507,03;0,00;29,45;29,45
'36DB1;TCPOINT;MAT;54626;1491703,26;3238507,03;0,00;29,58;29,58
'36651;TCPOINT;MAT;53927;1491697,26;3238507,02;0,00;29,58;29,58
'363D9;TCPOINT;MAT;53694;1491695,26;3238507,02;0,00;29,71;29,71
'3615D;TCPOINT;MAT;53461;1491693,26;3238507,02;0,00;29,81;29,81
'36B41;TCPOINT;MAT;54394;1491701,26;3238505,03;0,00;29,84;29,84
'368CD;TCPOINT;MAT;54161;1491699,26;3238505,03;0,00;29,85;29,85
'3701D;TCPOINT;MAT;54859;1491705,26;3238507,03;0,00;29,89;29,89
'37739;TCPOINT;MAT;55558;1491711,26;3238507,04;0,00;29,90;29,90
'374E9;TCPOINT;MAT;55325;1491709,26;3238507,04;0,00;29,91;29,91
'35EDD;TCPOINT;MAT;53228;1491691,26;3238507,01;0,00;29,91;29,91
'37289;TCPOINT;MAT;55092;1491707,26;3238507,04;0,00;29,93;29,93
'36DB5;TCPOINT;MAT;54627;1491703,26;3238505,03;0,00;29,93;29,93
'36655;TCPOINT;MAT;53928;1491697,26;3238505,02;0,00;29,97;29,97
'36B45;TCPOINT;MAT;54395;1491701,26;3238503,03;0,00;30,06;30,06
'37021;TCPOINT;MAT;54860;1491705,26;3238505,03;0,00;30,11;30,11
'363DD;TCPOINT;MAT;53695;1491695,26;3238505,02;0,00;30,13;30,13
'35C61;TCPOINT;MAT;52995;1491689,26;3238507,01;0,00;30,15;30,15
'36161;TCPOINT;MAT;53462;1491693,26;3238505,02;0,00;30,21;30,21
'3728D;TCPOINT;MAT;55093;1491707,26;3238505,04;0,00;30,22;30,22
'3797D;TCPOINT;MAT;55791;1491713,26;3238507,05;0,00;30,26;30,26
'35EE1;TCPOINT;MAT;53229;1491691,26;3238505,01;0,00;30,26;30,26
'A4BF;TCPOINT;MAT;2080;1491678,23;3238499,05;0,00;32,52;32,52
'409C6;TCPOINT;MAT;7871;1491670,79;3238505,20;0,00;32,64;32,64
'40B0E;TCPOINT;MAT;7953;1491675,80;3238500,21;0,00;32,65;32,65
'A4AF;TCPOINT;MAT;2076;1491724,70;3238505,39;0,00;32,73;32,73
'40C66;TCPOINT;MAT;8039;1491680,81;3238495,21;0,00;32,83;32,83
'A4BB;TCPOINT;MAT;2079;1491692,78;3238495,33;0,00;32,91;32,91
'409CA;TCPOINT;MAT;7872;1491670,80;3238500,20;0,00;32,93;32,93
'A4B3;TCPOINT;MAT;2077;1491710,64;3238499,79;0,00;32,99;32,99
'40DC2;TCPOINT;MAT;8126;1491685,81;3238495,22;0,00;33,01;33,01
'A4B7;TCPOINT;MAT;2078;1491701,27;3238496,36;0,00;33,07;33,07
'40B12;TCPOINT;MAT;7954;1491675,81;3238495,21;0,00;33,08;33,08
'40892;TCPOINT;MAT;7794;1491665,79;3238505,19;0,00;33,08;33,08
'41B02;TCPOINT;MAT;8974;1491730,80;3238505,28;0,00;33,17;33,17
'40896;TCPOINT;MAT;7795;1491665,80;3238500,19;0,00;33,21;33,21
'409CE;TCPOINT;MAT;7873;1491670,81;3238495,20;0,00;33,25;33,25
'41646;TCPOINT;MAT;8671;1491715,80;3238500,26;0,00;33,26;33,26
'411F2;TCPOINT;MAT;8394;1491700,81;3238495,24;0,00;33,32;33,32
'417EA;TCPOINT;MAT;8776;1491720,81;3238500,27;0,00;33,38;33,38
'4135A;TCPOINT;MAT;8484;1491705,81;3238495,25;0,00;33,45;33,45
'41C76;TCPOINT;MAT;9067;1491735,80;3238505,29;0,00;33,48;33,48
'4076A;TCPOINT;MAT;7720;1491660,79;3238505,19;0,00;33,48;33,48
'40C6A;TCPOINT;MAT;8040;1491680,81;3238490,21;0,00;33,49;33,49
'40B16;TCPOINT;MAT;7955;1491675,81;3238490,20;0,00;33,53;33,53
'4089A;TCPOINT;MAT;7796;1491665,80;3238495,19;0,00;33,54;33,54
'41982;TCPOINT;MAT;8878;1491725,81;3238500,28;0,00;33,55;33,55
'4076E;TCPOINT;MAT;7721;1491660,80;3238500,18;0,00;33,57;33,57
'414D2;TCPOINT;MAT;8578;1491710,81;3238495,25;0,00;33,66;33,66
'41092;TCPOINT;MAT;8306;1491695,82;3238490,23;0,00;33,69;33,69
'409D2;TCPOINT;MAT;7874;1491670,81;3238490,20;0,00;33,69;33,69
'40DC6;TCPOINT;MAT;8127;1491685,81;3238490,22;0,00;33,70;33,70
'40F2A;TCPOINT;MAT;8216;1491690,82;3238490,23;0,00;33,72;33,72
'40772;TCPOINT;MAT;7722;1491660,80;3238495,18;0,00;33,82;33,82
'4164A;TCPOINT;MAT;8672;1491715,81;3238495,26;0,00;33,83;33,83
'40652;TCPOINT;MAT;7650;1491655,79;3238505,18;0,00;33,85;33,85
'41DDE;TCPOINT;MAT;9157;1491740,80;3238505,30;0,00;33,86;33,86
'411F6;TCPOINT;MAT;8395;1491700,82;3238490,24;0,00;33,87;33,87
'4089E;TCPOINT;MAT;7797;1491665,81;3238490,19;0,00;33,87;33,87
'40656;TCPOINT;MAT;7651;1491655,80;3238500,18;0,00;33,94;33,94
'4135E;TCPOINT;MAT;8485;1491705,82;3238490,25;0,00;33,95;33,95
'41B06;TCPOINT;MAT;8975;1491730,81;3238500,28;0,00;33,96;33,96
'417EE;TCPOINT;MAT;8777;1491720,81;3238495,27;0,00;34,06;34,06
'40C6E;TCPOINT;MAT;8041;1491680,82;3238485,21;0,00;34,07;34,07
'4065A;TCPOINT;MAT;7652;1491655,80;3238495,18;0,00;34,10;34,10
'40B1A;TCPOINT;MAT;7956;1491675,82;3238485,20;0,00;34,12;34,12
'40776;TCPOINT;MAT;7723;1491660,81;3238490,18;0,00;34,16;34,16
'41C7A;TCPOINT;MAT;9068;1491735,81;3238500,29;0,00;34,18;34,18
'409D6;TCPOINT;MAT;7875;1491670,82;3238485,20;0,00;34,18;34,18
'40546;TCPOINT;MAT;7583;1491650,79;3238505,17;0,00;34,18;34,18
'408A2;TCPOINT;MAT;7798;1491665,82;3238485,19;0,00;34,19;34,19
'41F36;TCPOINT;MAT;9243;1491745,80;3238505,31;0,00;34,24;34,24
'41986;TCPOINT;MAT;8879;1491725,81;3238495,28;0,00;34,26;34,26
'414D6;TCPOINT;MAT;8579;1491710,82;3238490,25;0,00;34,28;34,28
'40DCA;TCPOINT;MAT;8128;1491685,82;3238485,22;0,00;34,28;34,28
'4077A;TCPOINT;MAT;7724;1491660,82;3238485,18;0,00;34,32;34,32
'4054A;TCPOINT;MAT;7584;1491650,80;3238500,17;0,00;34,33;34,33
'41096;TCPOINT;MAT;8307;1491695,82;3238485,23;0,00;34,40;34,40
'4065E;TCPOINT;MAT;7653;1491655,81;3238490,18;0,00;34,40;34,40
'40F2E;TCPOINT;MAT;8217;1491690,82;3238485,22;0,00;34,43;34,43
'4054E;TCPOINT;MAT;7585;1491650,80;3238495,17;0,00;34,43;34,43
'4164E;TCPOINT;MAT;8673;1491715,82;3238490,26;0,00;34,51;34,51
'41DE2;TCPOINT;MAT;9158;1491740,81;3238500,30;0,00;34,52;34,52
'4207A;TCPOINT;MAT;9324;1491750,80;3238505,31;0,00;34,54;34,54
'40446;TCPOINT;MAT;7519;1491645,79;3238505,16;0,00;34,54;34,54
'411FA;TCPOINT;MAT;8396;1491700,82;3238485,24;0,00;34,55;34,55
'41B0A;TCPOINT;MAT;8976;1491730,81;3238495,28;0,00;34,58;34,58
'40662;TCPOINT;MAT;7654;1491655,82;3238485,18;0,00;34,64;34,64
'4044A;TCPOINT;MAT;7520;1491645,79;3238500,16;0,00;34,66;34,66
'40552;TCPOINT;MAT;7586;1491650,81;3238490,17;0,00;34,69;34,69
'41362;TCPOINT;MAT;8486;1491705,82;3238485,25;0,00;34,70;34,70
'408A6;TCPOINT;MAT;7799;1491665,83;3238480,19;0,00;34,72;34,72
'417F2;TCPOINT;MAT;8778;1491720,82;3238490,27;0,00;34,74;34,74
'40B1E;TCPOINT;MAT;7957;1491675,83;3238480,20;0,00;34,76;34,76
'409DA;TCPOINT;MAT;7876;1491670,83;3238480,20;0,00;34,76;34,76
'40C72;TCPOINT;MAT;8042;1491680,83;3238480,21;0,00;34,78;34,78
'40556;TCPOINT;MAT;7587;1491650,82;3238485,17;0,00;34,80;34,80
'4044E;TCPOINT;MAT;7521;1491645,80;3238495,16;0,00;34,80;34,80
'41F3A;TCPOINT;MAT;9244;1491745,81;3238500,30;0,00;34,82;34,82
'4077E;TCPOINT;MAT;7725;1491660,82;3238480,18;0,00;34,83;34,83
'40356;TCPOINT;MAT;7459;1491640,79;3238505,16;0,00;34,88;34,88
'41C7E;TCPOINT;MAT;9069;1491735,82;3238495,29;0,00;34,91;34,91
'4198A;TCPOINT;MAT;8880;1491725,82;3238490,27;0,00;34,91;34,91
'40DCE;TCPOINT;MAT;8129;1491685,83;3238480,22;0,00;34,91;34,91
'421B2;TCPOINT;MAT;9402;1491755,80;3238505,32;34,92;34,92;0,00
'40452;TCPOINT;MAT;7522;1491645,81;3238490,16;0,00;34,92;34,92
'414DA;TCPOINT;MAT;8580;1491710,83;3238485,25;0,00;34,94;34,94
'40666;TCPOINT;MAT;7655;1491655,82;3238480,17;0,00;34,94;34,94
'4035A;TCPOINT;MAT;7460;1491640,79;3238500,16;0,00;34,96;34,96
'4055A;TCPOINT;MAT;7588;1491650,82;3238480,17;0,00;35,04;35,04
'4035E;TCPOINT;MAT;7461;1491640,80;3238495,16;0,00;35,08;35,08
'4109A;TCPOINT;MAT;8308;1491695,83;3238480,23;0,00;35,09;35,09
'40456;TCPOINT;MAT;7523;1491645,82;3238485,16;0,00;35,13;35,13
'40F32;TCPOINT;MAT;8218;1491690,83;3238480,22;0,00;35,15;35,15
'41652;TCPOINT;MAT;8674;1491715,83;3238485,26;0,00;35,16;35,16
'4207E;TCPOINT;MAT;9325;1491750,81;3238500,31;0,00;35,17;35,17
'41DE6;TCPOINT;MAT;9159;1491740,82;3238495,30;0,00;35,17;35,17
'401A6;TCPOINT;MAT;7351;1491630,79;3238500,14;0,00;35,17;35,17
'401AA;TCPOINT;MAT;7352;1491630,80;3238495,14;0,00;35,19;35,19
'40362;TCPOINT;MAT;7462;1491640,81;3238490,15;0,00;35,24;35,24
'40276;TCPOINT;MAT;7403;1491635,79;3238505,15;0,00;35,24;35,24
'422DA;TCPOINT;MAT;9476;1491760,80;3238505,33;35,26;35,26;0,00
'41B0E;TCPOINT;MAT;8977;1491730,82;3238490,28;0,00;35,28;35,28
'4045A;TCPOINT;MAT;7524;1491645,82;3238480,16;0,00;35,30;35,30
'417F6;TCPOINT;MAT;8779;1491720,83;3238485,27;0,00;35,31;35,31
'4055E;TCPOINT;MAT;7589;1491650,83;3238475,17;0,00;35,31;35,31
'411FE;TCPOINT;MAT;8397;1491700,83;3238480,24;0,00;35,32;35,32
'4028A;TCPOINT;MAT;7408;1491635,82;3238480,15;0,00;35,32;35,32
'409DE;TCPOINT;MAT;7877;1491670,83;3238475,20;0,00;35,33;35,33
'40C76;TCPOINT;MAT;8043;1491680,83;3238475,21;0,00;35,36;35,36
'40286;TCPOINT;MAT;7407;1491635,81;3238485,15;0,00;35,36;35,36
'408AA;TCPOINT;MAT;7800;1491665,83;3238475,19;0,00;35,37;35,37
'40782;TCPOINT;MAT;7726;1491660,83;3238475,18;0,00;35,38;35,38
'41366;TCPOINT;MAT;8487;1491705,83;3238480,25;0,00;35,40;35,40
'4027A;TCPOINT;MAT;7404;1491635,79;3238500,15;0,00;35,40;35,40
'41F3E;TCPOINT;MAT;9245;1491745,82;3238495,30;0,00;35,41;35,41
'40366;TCPOINT;MAT;7463;1491640,81;3238485,15;0,00;35,41;35,41
'40282;TCPOINT;MAT;7406;1491635,81;3238490,15;0,00;35,42;35,42
'4066A;TCPOINT;MAT;7656;1491655,83;3238475,17;0,00;35,43;35,43
'401A2;TCPOINT;MAT;7350;1491630,79;3238505,14;0,00;35,44;35,44
'421B6;TCPOINT;MAT;9403;1491755,81;3238500,32;35,47;35,47;0,00
'40B22;TCPOINT;MAT;7958;1491675,83;3238475,20;0,00;35,48;35,48
'4198E;TCPOINT;MAT;8881;1491725,83;3238485,27;0,00;35,49;35,49
'41C82;TCPOINT;MAT;9070;1491735,82;3238490,29;0,00;35,50;35,50
'414DE;TCPOINT;MAT;8581;1491710,83;3238480,25;0,00;35,51;35,51
'4036A;TCPOINT;MAT;7464;1491640,82;3238480,15;0,00;35,51;35,51
'40376;TCPOINT;MAT;7467;1491640,84;3238465,15;0,00;35,53;35,53
'4027E;TCPOINT;MAT;7405;1491635,80;3238495,15;0,00;35,54;35,54
'4045E;TCPOINT;MAT;7525;1491645,83;3238475,16;0,00;35,55;35,55
'40DD2;TCPOINT;MAT;8130;1491685,84;3238475,22;0,00;35,56;35,56
'4037A;TCPOINT;MAT;7468;1491640,85;3238460,15;0,00;35,62;35,62
'423F6;TCPOINT;MAT;9547;1491765,81;3238505,33;35,64;35,64;0,00
'40462;TCPOINT;MAT;7526;1491645,84;3238470,16;0,00;35,69;35,69
'40F36;TCPOINT;MAT;8219;1491690,84;3238475,22;0,00;35,70;35,70
'41656;TCPOINT;MAT;8675;1491715,83;3238480,26;0,00;35,73;35,73
'41DEA;TCPOINT;MAT;9160;1491740,82;3238490,30;0,00;35,75;35,75
'422DE;TCPOINT;MAT;9477;1491760,81;3238500,33;35,77;35,77;0,00
'42082;TCPOINT;MAT;9326;1491750,82;3238495,31;0,00;35,79;35,79
'40562;TCPOINT;MAT;7590;1491650,84;3238470,17;0,00;35,80;35,80
'40472;TCPOINT;MAT;7530;1491645,86;3238450,16;0,00;35,80;35,80
'40372;TCPOINT;MAT;7466;1491640,84;3238470,15;0,00;35,81;35,81
'4109E;TCPOINT;MAT;8309;1491695,84;3238475,23;0,00;35,83;35,83
'40786;TCPOINT;MAT;7727;1491660,84;3238470,18;0,00;35,85;35,85
'41B12;TCPOINT;MAT;8978;1491730,83;3238485,28;0,00;35,87;35,87
'40476;TCPOINT;MAT;7531;1491645,87;3238445,16;0,00;35,87;35,87
'40466;TCPOINT;MAT;7527;1491645,84;3238465,16;0,00;35,87;35,87
'417FA;TCPOINT;MAT;8780;1491720,83;3238480,27;0,00;35,88;35,88
'4046A;TCPOINT;MAT;7528;1491645,85;3238460,16;0,00;35,91;35,91
'4066E;TCPOINT;MAT;7657;1491655,84;3238470,17;0,00;35,92;35,92
'4046E;TCPOINT;MAT;7529;1491645,86;3238455,16;0,00;35,93;35,93
'41202;TCPOINT;MAT;8398;1491700,84;3238475,24;0,00;35,95;35,95
'4047A;TCPOINT;MAT;7532;1491645,88;3238440,15;0,00;35,95;35,95
'408AE;TCPOINT;MAT;7801;1491665,84;3238470,19;0,00;35,96;35,96
'414E2;TCPOINT;MAT;8582;1491710,84;3238475,25;0,00;36,00;36,00
'421BA;TCPOINT;MAT;9404;1491755,82;3238495,32;36,02;36,02;0,00
'40C7A;TCPOINT;MAT;8044;1491680,84;3238470,21;0,00;36,02;36,02
'40B26;TCPOINT;MAT;7959;1491675,84;3238470,20;0,00;36,02;36,02
'4136A;TCPOINT;MAT;8488;1491705,84;3238475,24;0,00;36,03;36,03
'423FA;TCPOINT;MAT;9548;1491765,81;3238500,33;36,07;36,07;0,00
'409E2;TCPOINT;MAT;7878;1491670,84;3238470,19;0,00;36,08;36,08
'4036E;TCPOINT;MAT;7465;1491640,83;3238475,15;0,00;36,10;36,10
'41C86;TCPOINT;MAT;9071;1491735,83;3238485,29;0,00;36,17;36,17
'40566;TCPOINT;MAT;7591;1491650,84;3238465,17;0,00;36,17;36,17
'41F42;TCPOINT;MAT;9246;1491745,82;3238490,30;0,00;36,18;36,18
'40DD6;TCPOINT;MAT;8131;1491685,84;3238470,22;0,00;36,19;36,19
'42502;TCPOINT;MAT;9614;1491770,81;3238505,34;36,20;36,20;0,00
'41992;TCPOINT;MAT;8882;1491725,83;3238480,27;0,00;36,23;36,23
'422E2;TCPOINT;MAT;9478;1491760,82;3238495,32;36,25;36,25;0,00
'4057E;TCPOINT;MAT;7597;1491650,89;3238435,16;0,00;36,26;36,26
'40F3A;TCPOINT;MAT;8220;1491690,84;3238470,22;0,00;36,27;36,27
'40586;TCPOINT;MAT;7599;1491650,90;3238425,16;0,00;36,27;36,27
'40582;TCPOINT;MAT;7598;1491650,89;3238430,16;0,00;36,27;36,27
'40672;TCPOINT;MAT;7658;1491655,85;3238465,17;0,00;36,30;36,30
'4165A;TCPOINT;MAT;8676;1491715,84;3238475,26;0,00;36,32;36,32
'40572;TCPOINT;MAT;7594;1491650,87;3238450,16;0,00;36,32;36,32
'410A2;TCPOINT;MAT;8310;1491695,84;3238470,23;0,00;36,36;36,36
'4069A;TCPOINT;MAT;7668;1491655,92;3238415,16;0,00;36,36;36,36
'4056A;TCPOINT;MAT;7592;1491650,85;3238460,16;0,00;36,36;36,36
'40576;TCPOINT;MAT;7595;1491650,87;3238445,16;0,00;36,37;36,37
'42086;TCPOINT;MAT;9327;1491750,82;3238490,31;0,00;36,38;36,38
'4056E;TCPOINT;MAT;7593;1491650,86;3238455,16;0,00;36,39;36,39
'41DEE;TCPOINT;MAT;9161;1491740,83;3238485,30;0,00;36,41;36,41
'41206;TCPOINT;MAT;8399;1491700,84;3238470,24;0,00;36,41;36,41
'4069E;TCPOINT;MAT;7669;1491655,92;3238410,16;0,00;36,45;36,45
'41B16;TCPOINT;MAT;8979;1491730,84;3238480,28;0,00;36,46;36,46
'4057A;TCPOINT;MAT;7596;1491650,88;3238440,16;0,00;36,47;36,47
'4078A;TCPOINT;MAT;7728;1491660,85;3238465,18;0,00;36,52;36,52
'417FE;TCPOINT;MAT;8781;1491720,84;3238475,27;0,00;36,57;36,57
'423FE;TCPOINT;MAT;9549;1491765,82;3238495,33;36,58;36,58;0,00
'4136E;TCPOINT;MAT;8489;1491705,85;3238470,24;0,00;36,58;36,58
'425FE;TCPOINT;MAT;9677;1491775,81;3238505,35;36,59;36,59;0,00
'42506;TCPOINT;MAT;9615;1491770,81;3238500,34;36,59;36,59;0,00
'414E6;TCPOINT;MAT;8583;1491710,85;3238470,25;0,00;36,62;36,62
'409E6;TCPOINT;MAT;7879;1491670,85;3238465,19;0,00;36,63;36,63
'40B2A;TCPOINT;MAT;7960;1491675,85;3238465,20;0,00;36,64;36,64
'41F46;TCPOINT;MAT;9247;1491745,83;3238485,30;0,00;36,65;36,65
'408B2;TCPOINT;MAT;7802;1491665,85;3238465,19;0,00;36,65;36,65
'40696;TCPOINT;MAT;7667;1491655,91;3238420,17;0,00;36,65;36,65
'4068A;TCPOINT;MAT;7664;1491655,89;3238435,17;0,00;36,65;36,65
'40C7E;TCPOINT;MAT;8045;1491680,85;3238465,21;0,00;36,66;36,66
'421BE;TCPOINT;MAT;9405;1491755,83;3238490,32;36,67;36,67;0,00
'40676;TCPOINT;MAT;7659;1491655,85;3238460,17;0,00;36,68;36,68
'4068E;TCPOINT;MAT;7665;1491655,89;3238430,17;0,00;36,70;36,70
'40686;TCPOINT;MAT;7663;1491655,88;3238440,17;0,00;36,71;36,71
'407BE;TCPOINT;MAT;7741;1491660,94;3238400,17;0,00;36,72;36,72
'40692;TCPOINT;MAT;7666;1491655,90;3238425,17;0,00;36,72;36,72
'407C2;TCPOINT;MAT;7742;1491660,94;3238395,17;0,00;36,73;36,73
'407C6;TCPOINT;MAT;7743;1491660,95;3238390,17;0,00;36,78;36,78
'86FF;TCPOINT;MAT;176;1491684,56;3238323,86;0,00;36,78;36,78
'41C8A;TCPOINT;MAT;9072;1491735,84;3238480,29;0,00;36,80;36,80
'40DDA;TCPOINT;MAT;8132;1491685,85;3238465,21;0,00;36,82;36,82
'40682;TCPOINT;MAT;7662;1491655,87;3238445,17;0,00;36,82;36,82
'41996;TCPOINT;MAT;8883;1491725,84;3238475,27;0,00;36,85;36,85
'8703;TCPOINT;MAT;177;1491691,17;3238327,86;0,00;36,85;36,85
'408FA;TCPOINT;MAT;7820;1491665,97;3238375,17;0,00;36,86;36,86
'408F6;TCPOINT;MAT;7819;1491665,97;3238380,17;0,00;36,86;36,86
'422E6;TCPOINT;MAT;9479;1491760,83;3238490,32;36,89;36,89;0,00
'410A6;TCPOINT;MAT;8311;1491695,85;3238465,23;0,00;36,89;36,89
'4165E;TCPOINT;MAT;8677;1491715,85;3238470,26;0,00;36,90;36,90
'407B2;TCPOINT;MAT;7738;1491660,92;3238415,17;0,00;36,90;36,90
'4067A;TCPOINT;MAT;7660;1491655,86;3238455,17;0,00;36,90;36,90
'4120A;TCPOINT;MAT;8400;1491700,85;3238465,24;0,00;36,93;36,93
'4067E;TCPOINT;MAT;7661;1491655,87;3238450,17;0,00;36,93;36,93
'4208A;TCPOINT;MAT;9328;1491750,83;3238485,31;0,00;36,94;36,94
'426EE;TCPOINT;MAT;9737;1491780,81;3238505,35;36,98;36,98;0,00
'40F3E;TCPOINT;MAT;8221;1491690,85;3238465,22;0,00;36,98;36,98
'407B6;TCPOINT;MAT;7739;1491660,92;3238410,17;0,00;36,98;36,98
'40A32;TCPOINT;MAT;7898;1491670,98;3238370,18;0,00;36,99;36,99
'40A3A;TCPOINT;MAT;7900;1491671,00;3238360,18;0,00;37,00;37,00
'407AE;TCPOINT;MAT;7737;1491660,91;3238420,17;0,00;37,00;37,00
'870B;TCPOINT;MAT;179;1491719,43;3238346,54;0,00;37,00;37,00
'40A36;TCPOINT;MAT;7899;1491670,99;3238365,18;0,00;37,02;37,02
'4250A;TCPOINT;MAT;9616;1491770,82;3238495,34;37,03;37,03;0,00
'41372;TCPOINT;MAT;8490;1491705,85;3238465,24;0,00;37,03;37,03
'408E6;TCPOINT;MAT;7815;1491665,94;3238400,18;0,00;37,03;37,03
'407BA;TCPOINT;MAT;7740;1491660,93;3238405,17;0,00;37,03;37,03
'42602;TCPOINT;MAT;9678;1491775,81;3238500,35;37,04;37,04;0,00
'4078E;TCPOINT;MAT;7729;1491660,85;3238460,18;0,00;37,04;37,04
'870F;TCPOINT;MAT;180;1491728,80;3238352,42;0,00;37,04;37,04
'41DF2;TCPOINT;MAT;9162;1491740,84;3238480,29;0,00;37,05;37,05
'408F2;TCPOINT;MAT;7818;1491665,96;3238385,17;0,00;37,05;37,05
'408EE;TCPOINT;MAT;7817;1491665,95;3238390,18;0,00;37,08;37,08
'408EA;TCPOINT;MAT;7816;1491665,95;3238395,18;0,00;37,08;37,08
'40A2E;TCPOINT;MAT;7897;1491670,97;3238375,18;0,00;37,09;37,09
'8713;TCPOINT;MAT;181;1491735,85;3238357,26;0,00;37,10;37,10
'41B1A;TCPOINT;MAT;8980;1491730,84;3238475,28;0,00;37,14;37,14
'42402;TCPOINT;MAT;9550;1491765,83;3238490,33;37,15;37,15;0,00
'407AA;TCPOINT;MAT;7736;1491660,90;3238425,17;0,00;37,17;37,17
'40B2E;TCPOINT;MAT;7961;1491675,86;3238460,20;0,00;37,18;37,18
'408E2;TCPOINT;MAT;7814;1491665,93;3238405,18;0,00;37,18;37,18
'421C2;TCPOINT;MAT;9406;1491755,83;3238485,32;37,19;37,19;0,00
'40B8E;TCPOINT;MAT;7985;1491676,02;3238340,18;0,00;37,21;37,21
'40B8A;TCPOINT;MAT;7984;1491676,02;3238345,18;0,00;37,21;37,21
'407A6;TCPOINT;MAT;7735;1491660,90;3238430,17;0,00;37,22;37,22
'414EA;TCPOINT;MAT;8584;1491710,85;3238465,25;0,00;37,23;37,23
'40A2A;TCPOINT;MAT;7896;1491670,97;3238380,18;0,00;37,23;37,23
'40B86;TCPOINT;MAT;7983;1491676,01;3238350,18;0,00;37,24;37,24
'409EA;TCPOINT;MAT;7880;1491670,85;3238460,19;0,00;37,24;37,24
'8707;TCPOINT;MAT;178;1491708,05;3238338,41;0,00;37,25;37,25
'41F4A;TCPOINT;MAT;9248;1491745,84;3238480,30;0,00;37,26;37,26
'408DE;TCPOINT;MAT;7813;1491665,92;3238410,18;0,00;37,27;37,27
'407A2;TCPOINT;MAT;7734;1491660,89;3238435,17;0,00;37,27;37,27
'41802;TCPOINT;MAT;8782;1491720,85;3238470,26;0,00;37,29;37,29
'40B82;TCPOINT;MAT;7982;1491676,00;3238355,18;0,00;37,29;37,29
'40A26;TCPOINT;MAT;7895;1491670,96;3238385,18;0,00;37,29;37,29
'408B6;TCPOINT;MAT;7803;1491665,85;3238460,19;0,00;37,29;37,29
'40C82;TCPOINT;MAT;8046;1491680,86;3238460,21;0,00;37,31;37,31
'40B7E;TCPOINT;MAT;7981;1491676,00;3238360,18;0,00;37,32;37,32
'40B7A;TCPOINT;MAT;7980;1491675,99;3238365,19;0,00;37,33;37,33
'40792;TCPOINT;MAT;7730;1491660,86;3238455,18;0,00;37,33;37,33
'40A22;TCPOINT;MAT;7894;1491670,95;3238390,18;0,00;37,34;37,34
'4079E;TCPOINT;MAT;7733;1491660,88;3238440,18;0,00;37,34;37,34
'427D2;TCPOINT;MAT;9794;1491785,81;3238505,36;37,36;37,36;0,00
'4199A;TCPOINT;MAT;8884;1491725,85;3238470,27;0,00;37,36;37,36
'40A1E;TCPOINT;MAT;7893;1491670,95;3238395,18;0,00;37,36;37,36
'426F2;TCPOINT;MAT;9738;1491780,81;3238500,35;37,38;37,38;0,00
'4079A;TCPOINT;MAT;7732;1491660,87;3238445,18;0,00;37,40;37,40
'40DDE;TCPOINT;MAT;8133;1491685,86;3238460,21;0,00;37,42;37,42
'408DA;TCPOINT;MAT;7812;1491665,92;3238415,18;0,00;37,42;37,42
'4120E;TCPOINT;MAT;8401;1491700,86;3238460,24;0,00;37,43;37,43
'4208E;TCPOINT;MAT;9329;1491750,84;3238480,31;0,00;37,44;37,44
'40CE6;TCPOINT;MAT;8071;1491681,03;3238335,19;0,00;37,45;37,45
'40B76;TCPOINT;MAT;7979;1491675,98;3238370,19;0,00;37,45;37,45
'40B72;TCPOINT;MAT;7978;1491675,98;3238375,19;0,00;37,45;37,45
'41C8E;TCPOINT;MAT;9073;1491735,84;3238475,29;0,00;37,46;37,46
'40A1A;TCPOINT;MAT;7892;1491670,94;3238400,18;0,00;37,46;37,46
'410AA;TCPOINT;MAT;8312;1491695,86;3238460,23;0,00;37,48;37,48
'422EA;TCPOINT;MAT;9480;1491760,83;3238485,32;37,50;37,50;0,00
'41662;TCPOINT;MAT;8678;1491715,85;3238465,26;0,00;37,50;37,50
'408D6;TCPOINT;MAT;7811;1491665,91;3238420,18;0,00;37,51;37,51
'40796;TCPOINT;MAT;7731;1491660,87;3238450,18;0,00;37,51;37,51
'8717;TCPOINT;MAT;182;1491753,49;3238366,48;37,51;37,51;0,00
'42606;TCPOINT;MAT;9679;1491775,82;3238495,35;37,52;37,52;0,00
'40F42;TCPOINT;MAT;8222;1491690,86;3238460,22;0,00;37,52;37,52
'4250E;TCPOINT;MAT;9617;1491770,83;3238490,34;37,55;37,55;0,00
'41376;TCPOINT;MAT;8491;1491705,86;3238460,24;0,00;37,59;37,59
'40B6E;TCPOINT;MAT;7977;1491675,97;3238380,19;0,00;37,59;37,59
'408D2;TCPOINT;MAT;7810;1491665,90;3238425,18;0,00;37,59;37,59
'86D7;TCPOINT;MAT;166;1491681,22;3238323,87;0,00;37,60;37,60
'86DB;TCPOINT;MAT;167;1491683,45;3238326,41;0,00;37,62;37,62
'41DF6;TCPOINT;MAT;9163;1491740,84;3238475,29;0,00;37,64;37,64
'40CDE;TCPOINT;MAT;8069;1491681,02;3238345,19;0,00;37,66;37,66
'40CDA;TCPOINT;MAT;8068;1491681,01;3238350,19;0,00;37,66;37,66
'408CE;TCPOINT;MAT;7809;1491665,90;3238430,18;0,00;37,66;37,66
